# Biokinesis-SDK Export,
# sensor_id: 1,
# label: Xiao_Arm,
# signal: emg_filtered,
# unit: uV,
# exported_at: 2026-05-02T23:18:19,
timestamp_us,emg_uV
991904750,-930.151395
991905750,-9.008061
991907493,-8648.667774
991908493,-16685.09359
991909493,-15779.44021
991910493,-10436.38245
991911493,-5894.555753
991912493,-2754.399681
991913493,-145.937712
991914493,1181.045707
991915493,922.565226
991916493,307.944929
991917258,-2333.226032
991918258,-8042.222821
991919258,-8208.059254
991920258,-6120.722319
991921258,-5613.01429
991922258,-6568.832366
991923258,-6415.940513
991924258,-4166.380058
991925258,-1503.26454
991926258,-124.532987
991927024,-7037.584245
991928024,-13999.02551
991929024,-13029.58719
991930024,-8543.786488
991931024,-5391.862418
991932024,-3835.557373
991933024,-2267.301069
991934024,-713.930991
991935024,45.506699
991936024,147.391319
991936789,-6080.045868
991937789,-12547.73721
991938789,-12211.51871
991939789,-8660.866189
991940789,-5727.708896
991941789,-3531.67921
991942789,-1289.002597
991943789,231.673932
991944789,478.317563
991945789,216.414596
991947532,-2070.08575
991948532,-8122.408082
991949532,-8698.434334
991950532,-6628.337217
991951532,-5759.845332
991952532,-6345.077972
991953532,-6047.121859
991954532,-3872.293668
991955532,-1371.62257
991956532,-100.219223
991957297,-5038.512503
991958297,-12118.49382
991959297,-12235.64286
991960297,-9211.336116
991961297,-7065.109935
991962297,-5730.200789
991963297,-3793.705613
991964297,-1607.654746
991965297,-278.260886
991966297,110.430776
991967063,-5849.167107
991968063,-12361.39033
991969063,-11858.458
991970063,-8043.79032
991971063,-5205.383008
991972063,-3756.581608
991973063,-2359.106903
991974063,-921.046197
991975063,-96.004225
991976063,109.616878
991976829,-4273.265054
991977829,-10435.84151
991978829,-10200.56438
991979829,-7240.18921
991980829,-5602.475401
991981829,-5221.916672
991982829,-4179.627113
991983829,-2239.540443
991984829,-628.681071
991985829,27.859552
991987571,-5297.793743
991988571,-11900.56407
991989571,-11590.87029
991990571,-8074.260811
991991571,-5645.002717
991992571,-4471.679018
991993571,-2963.252101
991994571,-1192.373734
991995571,-145.285007
991996571,115.330778
991997336,-4866.854213
991998336,-9735.748422
991999336,-9110.432855
992000336,-6092.88516
992001336,-3966.885421
992002336,-3006.729121
992003336,-2114.598054
992004336,-1033.307691
992005336,-243.310322
992006336,52.448392
992007102,-3005.400823
992008102,-8526.321678
992009102,-8586.014781
992010102,-6132.483308
992011102,-4876.896166
992012102,-5021.623485
992013102,-4566.253938
992014102,-2796.098435
992015102,-935.525419
992016102,-41.308922
992016868,-5766.983812
992017868,-11605.799
992018868,-10793.81752
992019868,-6897.122094
992020868,-4125.452062
992021868,-3050.327609
992022868,-2226.879227
992023868,-1123.553857
992024868,-265.552081
992025868,59.946556
992027610,-3389.878622
992028610,-9883.301506
992029610,-10664.33272
992030610,-8294.724536
992031610,-6237.992488
992032610,-5048.344733
992033610,-3640.268912
992034610,-1851.244313
992035610,-492.681207
992036610,47.176843
992037375,-5278.227865
992038375,-10660.79267
992039375,-10006.65204
992040375,-6696.317859
992041375,-4364.986154
992042375,-3167.675972
992043375,-1913.468522
992044375,-658.535898
992045375,-11.537645
992046375,106.703638
992047141,-4628.283735
992048141,-9412.428923
992049141,-8731.263313
992050141,-5884.774177
992051141,-4190.489866
992052141,-3367.534042
992053141,-2045.599452
992054141,-593.216912
992055141,76.832321
992056141,126.328268
992056907,-2125.251589
992057907,-5698.757209
992058907,-5297.563753
992059907,-3089.843586
992060907,-2144.201313
992061907,-3009.9441
992062907,-3775.469063
992063907,-2912.961818
992064907,-1198.219112
992065907,-145.262009
992066672,-3345.573494
992067672,-9766.896059
992068672,-10354.04835
992069672,-7911.096211
992070672,-6123.949407
992071672,-5366.268185
992072672,-4147.336585
992073672,-2210.359116
992074672,-623.637546
992075672,29.77257
992077414,-5286.917895
992078414,-10329.44031
992079414,-9600.655728
992080414,-6259.067186
992081414,-3784.783913
992082414,-2534.831908
992083414,-1491.336645
992084414,-523.325845
992085414,-13.068048
992086414,91.579956
992087180,-3472.104285
992088180,-8157.398885
992089180,-8168.014671
992090180,-5933.579153
992091180,-4279.618586
992092180,-3451.576353
992093180,-2458.167685
992094180,-1193.295951
992095180,-282.707112
992096180,48.978947
992096946,-2962.767768
992097946,-7849.518343
992098946,-7685.965722
992099946,-5057.886687
992100946,-3537.858038
992101946,-3656.801643
992102946,-3633.028918
992103946,-2434.651138
992104946,-890.938571
992105946,-64.146488
992106711,-4202.126864
992107711,-10397.69638
992108711,-10691.84207
992109711,-7931.107441
992110711,-5661.730453
992111711,-4220.691214
992112711,-2573.839341
992113711,-938.11714
992114711,-68.601029
992115711,117.023472
992117454,-5346.06639
992118454,-10367.53412
992119454,-9816.930161
992120454,-6756.428772
992121454,-4300.184784
992122454,-2479.073834
992123454,-672.536901
992124454,446.579317
992125454,491.441071
992126454,188.628445
992127219,-1353.246958
992128219,-5427.930592
992129219,-5871.772943
992130219,-4288.852481
992131219,-3334.450487
992132219,-3722.931482
992133219,-4015.229385
992134219,-2933.199491
992135219,-1178.579236
992136219,-130.713081
992136985,-4179.641158
992137985,-9669.093032
992138985,-9552.380841
992139985,-7202.361999
992140985,-5768.223562
992141985,-4753.053465
992142985,-2935.664157
992143985,-1008.619474
992144985,-43.214974
992145985,126.788965
992146750,-5899.632528
992147750,-10085.52446
992148750,-8574.262023
992149750,-4570.060688
992150750,-1799.198933
992151750,-714.158735
992152750,-134.51199
992153750,251.123664
992154750,258.540464
992155750,111.110373
992157493,-124.438229
992158493,-4493.802168
992159493,-5926.350925
992160493,-5966.539422
992161493,-6207.478308
992162493,-6197.266205
992163493,-4881.720023
992164493,-2618.266257
992165493,-777.529391
992166493,-8.40813
992167258,-4465.163111
992168258,-9231.201346
992169258,-8524.146219
992170258,-5175.504795
992171258,-2918.654963
992172258,-2384.903353
992173258,-2077.294984
992174258,-1230.43108
992175258,-368.772317
992176258,19.536389
992177024,-2254.039574
992178024,-8002.854771
992179024,-8884.538792
992180024,-6892.025056
992181024,-5253.886952
992182024,-4728.445731
992183024,-4025.924528
992184024,-2447.393549
992185024,-825.497759
992186024,-29.387286
992186789,-5987.007032
992187789,-11435.72792
992188789,-10920.17683
992189789,-7229.824886
992190789,-3817.745258
992191789,-1434.621754
992192789,235.377494
992193789,891.509183
992194789,607.454404
992195789,195.559791
992197532,-224.518401
992198532,-4861.92516
992199532,-5623.690904
992200532,-4660.423372
992201532,-4939.571114
992202532,-6392.940973
992203532,-6578.555451
992204532,-4411.386148
992205532,-1640.260196
992206532,-164.494178
992207297,-5925.464795
992208297,-11431.01117
992209297,-10522.32374
992210297,-7085.445398
992211297,-4807.674538
992212297,-3456.550774
992213297,-1821.456337
992214297,-370.484269
992215297,171.620892
992216297,149.764013
992217063,-2961.151548
992218063,-8076.232026
992219063,-8060.089267
992220063,-5661.822289
992221063,-4361.076623
992222063,-4460.029873
992223063,-4150.281989
992224063,-2628.966906
992225063,-916.561082
992226063,-52.569679
992226829,-5267.01547
992227829,-11727.94055
992228829,-11907.82095
992229829,-8865.861641
992230829,-6064.501357
992231829,-3728.006998
992232829,-1329.27447
992233829,254.958493
992234829,498.514336
992235829,221.505296
992237571,-3637.823244
992238571,-7682.842351
992239571,-7126.083561
992240571,-4545.097213
992241571,-2934.314561
992242571,-2617.405576
992243571,-2325.686843
992244571,-1446.890751
992245571,-489.736118
992246571,-10.903693
992247336,-2783.904357
992248336,-7629.825206
992249336,-7822.251478
992250336,-6092.498102
992251336,-5199.925636
992252336,-4881.65573
992253336,-3790.672378
992254336,-1991.495358
992255336,-559.943037
992256336,19.743202
992257102,-5399.4503
992258102,-10918.07666
992259102,-10567.77344
992260102,-7354.723932
992261102,-4635.575861
992262102,-2676.224324
992263102,-837.188136
992264102,332.306043
992265102,450.660577
992266102,188.449812
992266868,-1921.751452
992267868,-6066.878994
992268868,-5817.686827
992269868,-3647.230042
992270868,-2968.981699
992271868,-4192.226594
992272868,-4977.361395
992273868,-3695.058714
992274868,-1482.587756
992275868,-174.491153
992277610,-4685.26679
992278610,-11349.33665
992279610,-11584.77647
992280610,-8831.054626
992281610,-6774.414447
992282610,-5210.0711
992283610,-2936.33371
992284610,-778.21175
992285610,133.919822
992286610,181.569279
992287375,-3847.926478
992288375,-7184.833783
992289375,-5959.542909
992290375,-3346.614362
992291375,-2379.995598
992292375,-2900.259183
992293375,-3069.749621
992294375,-2083.14662
992295375,-766.619047
992296375,-60.729838
992297141,-3407.421918
992298141,-9590.174261
992299141,-9971.189772
992300141,-7485.459582
992301141,-5786.28672
992302141,-5184.477508
992303141,-4147.946301
992304141,-2312.006891
992305141,-699.351296
992306141,9.124319
992306907,-5581.682263
992307907,-12090.89767
992308907,-11947.03269
992309907,-8271.163762
992310907,-5090.17071
992311907,-3109.524336
992312907,-1464.884251
992313907,-242.768033
992314907,182.387262
992315907,150.000363
992316672,-4021.349393
992317672,-9115.55525
992318672,-8589.089621
992319672,-5675.959224
992320672,-4075.184872
992321672,-3948.773827
992322672,-3493.869033
992323672,-2089.779341
992324672,-673.970568
992325672,-11.663914
992327414,-4699.04508
992328414,-10491.2032
992329414,-10173.63898
992330414,-7114.875001
992331414,-5039.971067
992332414,-3999.053055
992333414,-2630.312886
992334414,-1059.355691
992335414,-136.765941
992336414,99.028803
992337180,-4550.662441
992338180,-9555.168762
992339180,-9164.598195
992340180,-6772.099543
992341180,-5316.08175
992342180,-4234.671087
992343180,-2437.21123
992344180,-682.945946
992345180,76.957309
992346180,138.668989
992346946,-1769.499378
992347946,-6524.879966
992348946,-6834.793942
992349946,-5112.379557
992350946,-4483.837487
992351946,-5148.473397
992352946,-5125.129265
992353946,-3416.192036
992354946,-1262.639474
992355946,-112.119035
992356711,-4570.037418
992357711,-10939.24368
992358711,-11051.42511
992359711,-8095.211015
992360711,-5816.569468
992361711,-4539.839846
992362711,-3062.096315
992363711,-1380.217332
992364711,-278.965962
992365711,82.541626
992367454,-4965.5094
992368454,-10419.30189
992369454,-9661.266278
992370454,-6436.178348
992371454,-4597.661286
992372454,-4043.458954
992373454,-3077.214172
992374454,-1539.608784
992375454,-376.932809
992376454,51.839371
992377219,-4484.304471
992378219,-10694.78752
992379219,-10674.70618
992380219,-7671.505632
992381219,-5529.759744
992382219,-4480.550475
992383219,-3111.097508
992384219,-1402.534362
992385219,-271.968061
992386219,84.55314
992386985,-4172.340682
992387985,-9148.594025
992388985,-8703.33162
992389985,-5984.398774
992390985,-4356.417398
992391985,-3765.323122
992392985,-2759.008425
992393985,-1297.980795
992394985,-275.608651
992395985,62.519735
992396750,-3008.180159
992397750,-7947.9567
992398750,-7732.491648
992399750,-5465.175778
992400750,-4584.104605
992401750,-5057.201167
992402750,-4816.69759
992403750,-3074.772714
992404750,-1084.851167
992405750,-74.618657
992407493,-4793.5941
992408493,-11777.14948
992409493,-12038.08153
992410493,-8960.216784
992411493,-6546.663081
992412493,-5070.888053
992413493,-3266.646043
992414493,-1332.011556
992415493,-193.824649
992416493,114.698968
992417258,-6025.262256
992418258,-10844.36487
992419258,-9442.710415
992420258,-5565.49232
992421258,-3114.068393
992422258,-2331.165235
992423258,-1736.275173
992424258,-864.532285
992425258,-191.218165
992426258,55.153701
992427024,-866.339921
992428024,-7644.222043
992429024,-9010.462266
992430024,-7747.71416
992431024,-7548.211592
992432024,-8428.816962
992433024,-7895.55829
992434024,-5033.491881
992435024,-1803.781608
992436024,-147.549363
992436789,-8318.488141
992437789,-16827.51984
992438789,-16027.96601
992439789,-10941.75606
992440789,-7020.086071
992441789,-4549.560606
992442789,-2113.070235
992443789,-221.410237
992444789,357.225633
992445789,232.388868
992447532,-5952.706593
992448532,-11818.99055
992449532,-10988.17475
992450532,-7108.538755
992451532,-4318.686304
992452532,-3005.403247
992453532,-1850.711773
992454532,-684.896062
992455532,-39.547659
992456532,103.098933
992457297,-4306.630838
992458297,-9861.925384
992459297,-9912.345819
992460297,-7328.33129
992461297,-5262.123459
992462297,-3844.686851
992463297,-2215.673053
992464297,-720.497556
992465297,-3.18044
992466297,116.974051
992467063,-2080.346913
992468063,-7347.733109
992469063,-8276.972971
992470063,-7320.482959
992471063,-6753.610899
992472063,-6008.599497
992473063,-4080.400589
992474063,-1761.177286
992475063,-340.30755
992476063,83.874915
992476829,-4356.724295
992477829,-9139.592299
992478829,-8273.96038
992479829,-4824.017428
992480829,-2758.156358
992481829,-2646.995986
992482829,-2655.724037
992483829,-1755.198141
992484829,-610.009934
992485829,-22.459639
992487571,-8474.844691
992488571,-12507.75322
992489571,-10575.4245
992490571,-5878.306239
992491571,-1549.695134
992492571,1962.626091
992493571,4190.227918
992494571,3899.265921
992495571,1877.558248
992496571,378.781232
992502219,15127.01892
992503219,24771.46045
992504219,23367.24839
992505219,15324.5092
992506219,5832.674146
992507219,-3277.379665
992508219,-9238.067609
992509219,-8794.982398
992510219,-4214.587832
992511219,-851.568747
992516868,18315.56012
992517868,19727.65019
992518868,13397.49712
992519868,3804.136372
992520868,-5693.074057
992521868,-14321.02504
992522868,-18584.35702
992523868,-14635.3899
992524868,-6344.38502
992525868,-1028.817812
992526633,-16709.73628
992527633,-21934.75028
992528633,-18401.79884
992529633,-11573.1528
992530633,-4034.755653
992531633,5279.48496
992532633,12779.39299
992533633,12298.67293
992534633,5915.147059
992535633,1125.05099
992536399,33727.88578
992537399,29780.37382
992538399,21816.07394
992539399,11535.76517
992540399,-7035.36154
992541399,-35300.66368
992542399,-54768.1558
992543399,-46094.4645
992544399,-20510.72556
992545399,-3371.638407
992546164,-49482.06584
992547164,-86568.15207
992548164,-85012.01186
992549164,-64061.54643
992550164,-38587.4686
992551164,-6344.68762
992552164,23778.91897
992553164,30764.08794
992554164,16646.5291
992555164,3711.969641
992556907,-260.620256
992557907,14124.33571
992558907,26647.21908
992559907,32082.34492
992560907,25772.99705
992561907,8172.414579
992562907,-9468.168339
992563907,-14163.9843
992564907,-7743.616816
992565907,-1707.488284
992566672,-4111.431025
992567672,-12219.44743
992568672,-12742.90551
992569672,-7171.824286
992570672,-1816.651066
992571672,-1144.711226
992572672,-3443.978858
992573672,-4040.72776
992574672,-2087.25237
992575672,-330.930761
992576438,-10387.36712
992577438,-30469.81207
992578438,-34365.8855
992579438,-27844.93223
992580438,-19839.57281
992581438,-12343.42615
992582438,-4973.67458
992583438,-83.499387
992584438,1065.03034
992585438,583.94616
992586204,-14660.37956
992587204,-28143.8743
992588204,-27127.1146
992589204,-19756.16054
992590204,-13323.96662
992591204,-7008.326111
992592204,-178.121139
992593204,3351.732095
992594204,2478.604758
992595204,739.683982
992596946,-28560.24904
992597946,-29091.8011
992598946,-21623.01836
992599946,-9363.685504
992600946,7364.363938
992601946,26552.96506
992602946,36977.05476
992603946,29392.71921
992604946,12648.75679
992605946,2024.944722
992606711,32200.98812
992607711,53841.25895
992608711,53670.04992
992609711,40173.05888
992610711,20327.10906
992611711,-4258.085472
992612711,-23467.67528
992613711,-24330.27436
992614711,-11996.4118
992615711,-2438.378685
992616477,26215.56731
992617477,24172.25549
992618477,20514.68214
992619477,15161.71265
992620477,208.179079
992621477,-26818.66972
992622477,-47565.59047
992623477,-41810.99887
992624477,-18995.19004
992625477,-3216.11142
992626243,-49223.07662
992627243,-77121.0428
992628243,-69424.06559
992629243,-43850.25598
992630243,-17323.39181
992631243,7683.419771
992632243,25414.90358
992633243,25316.53649
992634243,12450.61486
992635243,2572.567927
992636985,-1818.205299
992637985,-10449.78715
992638985,-12276.80265
992639985,-9495.379855
992640985,-7052.807456
992641985,-7024.773466
992642985,-7321.014164
992643985,-5414.018055
992644985,-2219.232782
992645985,-248.295664
992646750,-4173.113692
992647750,-15098.99086
992648750,-14372.68255
992649750,-9389.113504
992650750,-9167.260141
992651750,-13802.06387
992652750,-16112.37468
992653750,-11750.51188
992654750,-4672.125681
992655750,-558.639777
992656516,-28492.62636
992657516,-45124.51615
992658516,-43797.89877
992659516,-32708.26641
992660516,-16910.81395
992661516,4044.128491
992662516,21529.08582
992663516,22644.11105
992664516,11263.03966
992665516,2271.407088
992666282,22516.6725
992667282,18778.23695
992668282,10461.00839
992669282,-290.158887
992670282,-13167.33639
992671282,-26013.59653
992672282,-30930.6747
992673282,-22836.99466
992674282,-9372.58282
992675282,-1364.741932
992677024,-14998.9325
992678024,-24529.87211
992679024,-18195.38639
992680024,-7564.72507
992681024,-4008.459396
992682024,-6412.090485
992683024,-7374.163063
992684024,-4606.646362
992685024,-1396.181622
992686024,-9.753675
992686789,-8161.51922
992687789,-3210.219101
992688789,3575.581327
992689789,7769.268565
992690789,8177.169258
992691789,6454.160656
992692789,4118.308524
992693789,1929.626228
992694789,505.759063
992695789,-25.456506
992696555,24862.63161
992697555,15616.68671
992698555,6334.104421
992699555,-516.061022
992700555,-11021.91809
992701555,-28617.98576
992702555,-40971.82946
992703555,-33845.95272
992704555,-14924.89305
992705555,-2369.67932
992706321,-61882.04679
992707321,-91903.45881
992708321,-85249.09884
992709321,-57706.08308
992710321,-21683.489
992711321,20382.05842
992712321,51285.11692
992713321,48740.29441
992714321,23245.73578
992715321,4460.334294
992716086,18275.30837
992717086,28983.80919
992718086,25686.79772
992719086,16673.52768
992720086,8716.903507
992721086,436.463628
992722086,-7589.508043
992723086,-9510.624027
992724086,-5195.229858
992725086,-1153.282393
992726829,8524.308684
992727829,-16487.39387
992728829,-29868.8793
992729829,-34333.52536
992730829,-36384.72874
992731829,-35321.0375
992732829,-27181.80987
992733829,-14357.24845
992734829,-4203.098298
992735829,-29.597448
992736594,-39974.49139
992737594,-55736.20422
992738594,-48621.35631
992739594,-31205.31684
992740594,-11325.76619
992741594,11717.6022
992742594,29359.5006
992743594,28179.65856
992744594,13530.2041
992745594,2603.500289
992746360,4203.021533
992747360,15747.3909
992748360,22720.30197
992749360,26609.91854
992750360,24625.57206
992751360,12218.23177
992752360,-4239.837891
992753360,-11108.34709
992754360,-6853.687425
992755360,-1632.782308
992756125,26024.72344
992757125,-2425.987795
992758125,-24852.03113
992759125,-40396.39761
992760125,-51880.97679
992761125,-55393.35567
992762125,-44835.34226
992763125,-24607.71695
992764125,-7604.273135
992765125,-332.365487
992766868,-48516.40438
992767868,-41137.59384
992768868,-5110.042857
992769868,30623.77818
992770868,41353.45513
992771868,27296.2633
992772868,6600.846947
992773868,-4196.912298
992774868,-3900.550055
992775868,-1114.492294
992776633,-5786.624901
992777633,-37370.89385
992778633,-53912.01551
992779633,-58054.77097
992780633,-51095.89561
992781633,-29658.33243
992782633,-2498.770165
992783633,11327.12439
992784633,8432.693514
992785633,2377.620397
992786399,-15501.98984
992787399,3291.612119
992788399,20418.06528
992789399,29010.12951
992790399,28875.98289
992791399,22872.18551
992792399,14005.61653
992793399,5865.9398
992794399,1208.82059
992795399,-242.145235
992796164,56440.69705
992797164,56958.51652
992798164,45489.14876
992799164,27566.74689
992800164,-3187.996966
992801164,-49116.44464
992802164,-82051.23297
992803164,-70844.03769
992804164,-31999.05699
992805164,-5421.869766
992806907,-90577.7637
992807907,-142092.3088
992808907,-129071.7152
992809907,-80616.99917
992810907,-28129.20184
992811907,21836.65621
992812907,56511.61788
992813907,54478.08061
992814907,26470.21067
992815907,5311.571511
992816672,8889.413179
992817672,19350.55421
992818672,24202.08878
992819672,23027.80106
992820672,14847.33346
992821672,42.733367
992822672,-13078.64708
992823672,-14684.37993
992824672,-7415.68746
992825672,-1505.950704
992826438,-8648.995577
992827438,-11274.2282
992828438,-7207.803668
992829438,-112.520836
992830438,4591.371775
992831438,4681.480004
992832438,2068.677377
992833438,-3.417592
992834438,-387.702871
992835438,-118.28948
992836204,-17090.36804
992837204,-18042.74797
992838204,-13392.56048
992839204,-4530.449885
992840204,6850.679676
992841204,17647.97425
992842204,21739.21686
992843204,16052.43493
992844204,6568.588479
992845204,985.140816
992846946,41078.7829
992847946,37216.86881
992848946,25799.01495
992849946,10039.42502
992850946,-13310.56718
992851946,-42588.96932
992852946,-59037.68864
992853946,-46907.74964
992854946,-20132.42185
992855946,-3170.682556
992856711,-53239.71541
992857711,-81663.52604
992858711,-71064.41121
992859711,-41609.99661
992860711,-13666.40087
992861711,9518.920738
992862711,24686.19649
992863711,23773.0661
992864711,11608.39565
992865711,2404.944296
992866477,-3715.370113
992867477,-11756.74042
992868477,-11645.8533
992869477,-6086.632658
992870477,-2120.527167
992871477,-3499.626531
992872477,-6855.598297
992873477,-6692.146474
992874477,-3192.433048
992875477,-498.430309
992876243,-18752.74784
992877243,-38807.99023
992878243,-44534.09574
992879243,-41661.90181
992880243,-31154.00577
992881243,-9148.548453
992882243,14495.0937
992883243,21288.35537
992884243,11809.48427
992885243,2622.208276
992886985,18588.61319
992887985,34398.65645
992888985,40045.69943
992889985,36798.59055
992890985,22991.60437
992891985,-2275.431431
992892985,-25038.03264
992893985,-27326.90884
992894985,-13678.38775
992895985,-2723.265962
992896750,-15950.84056
992897750,-14070.70224
992898750,-6095.180337
992899750,3242.126912
992900750,10329.03385
992901750,13901.14076
992902750,13032.51936
992903750,8251.719434
992904750,3031.835213
992905750,362.175023
992906516,30744.00204
992907516,20603.84903
992908516,6565.611028
992909516,-7681.162435
992910516,-22981.53228
992911516,-38336.39283
992912516,-43856.77024
992913516,-32142.09147
992914516,-13163.76777
992915516,-1863.066071
992916282,-33230.25835
992917282,-57617.76168
992918282,-52546.09448
992919282,-33594.02478
992920282,-16934.72475
992921282,-4093.267957
992922282,5828.974205
992923282,8690.77135
992924282,5021.046675
992925282,1299.004009
992927024,-53564.973
992928024,-53199.41576
992929024,-32712.57635
992930024,-1287.952437
992931024,30666.43741
992932024,53402.82811
992933024,55867.99697
992934024,37250.11783
992935024,14117.4361
992936024,1853.79249
992936789,36249.46869
992937789,12723.67993
992938789,-17048.8466
992939789,-39177.52555
992940789,-47431.12634
992941789,-43316.99496
992942789,-30814.28111
992943789,-15693.60329
992944789,-4630.245227
992945789,-87.942515
992946555,-13907.65298
992947555,-28700.28461
992948555,-28023.75343
992949555,-23480.02733
992950555,-21664.71513
992951555,-16925.05526
992952555,-6730.592246
992953555,1306.763276
992954555,2507.43611
992955555,950.108059
992956321,-8032.704301
992957321,3269.206103
992958321,17499.00727
992959321,27991.3556
992960321,27304.2324
992961321,13309.5843
992962321,-4095.891329
992963321,-10929.80592
992964321,-6651.489276
992965321,-1562.755534
992966086,-12270.90327
992967086,-35495.64583
992968086,-49201.68235
992969086,-54256.35364
992970086,-45177.67324
992971086,-15188.06717
992972086,19639.58896
992973086,30493.50317
992974086,17134.05138
992975086,3772.693942
992976829,70624.39418
992977829,105452.9913
992978829,106084.3533
992979829,83464.65456
992980829,39463.01704
992981829,-26947.97468
992982829,-81369.915
992983829,-80176.39954
992984829,-38685.03173
992985829,-7359.377334
992986594,-41121.41344
992987594,-90198.1236
992988594,-96362.26574
992989594,-79183.14149
992990594,-56551.97316
992991594,-26124.26702
992992594,6289.382611
992993594,20063.886
992994594,12898.94393
992995594,3400.914045
992996360,-35510.54398
992997360,-29330.15849
992998360,-11598.66528
992999360,6554.692514
993000360,19881.38094
993001360,29033.7479
993002360,30937.04333
993003360,22100.17951
993004360,8993.874
993005360,1279.669129
993006125,38134.20535
993007125,44612.59346
993008125,34898.87929
993009125,18288.68273
993010125,-909.750089
993011125,-22982.30413
993012125,-37763.12592
993013125,-32519.16723
993014125,-14761.54622
993015125,-2575.187435
993016868,-26235.14777
993017868,-36241.1526
993018868,-23361.40214
993019868,-2006.063393
993020868,9651.919928
993021868,6996.771267
993022868,-1154.151649
993023868,-4765.672346
993024868,-2875.129304
993025868,-535.016128
993026633,-9534.579845
993027633,-38487.1887
993028633,-46418.82461
993029633,-41469.06058
993030633,-34468.96014
993031633,-25682.15341
993032633,-13640.76487
993033633,-3466.111227
993034633,578.240253
993035633,792.615832
993036399,-44026.4896
993037399,-49006.3798
993038399,-35555.47368
993039399,-17131.4916
993040399,1312.34768
993041399,23246.3576
993042399,39674.24548
993043399,35275.87931
993044399,16377.48391
993045399,2911.196693
993046164,24444.11994
993047164,53471.32266
993048164,60140.92277
993049164,55011.51798
993050164,42901.5667
993051164,18150.05323
993052164,-10561.59598
993053164,-21450.12855
993054164,-12843.26987
993055164,-3071.184894
993056907,40352.51984
993057907,6061.835137
993058907,-28485.57672
993059907,-53768.59268
993060907,-66568.41245
993061907,-66583.48774
993062907,-53280.51257
993063907,-30683.27558
993064907,-10379.15898
993065907,-732.916335
993066672,-69622.91332
993067672,-93529.27403
993068672,-75388.39665
993069672,-40407.32157
993070672,-7923.925197
993071672,22151.39877
993072672,42768.81364
993073672,39079.08635
993074672,18512.95278
993075672,3535.122155
993076438,18454.18885
993077438,29793.80851
993078438,27753.01906
993079438,16977.39035
993080438,4310.381424
993081438,-6589.219779
993082438,-12251.92909
993083438,-10377.00194
993084438,-4661.741123
993085438,-888.590425
993086204,9976.775623
993087204,21562.71376
993088204,27552.74026
993089204,27820.51231
993090204,19822.24007
993091204,1829.324238
993092204,-16070.42399
993093204,-19368.26134
993094204,-10088.63371
993095204,-2076.732317
993096946,-30023.66868
993097946,-46272.57378
993098946,-44638.33013
993099946,-26922.89978
993100946,-1250.641828
993101946,21635.11495
993102946,30408.44416
993103946,22574.42669
993104946,9172.483081
993105946,1505.039758
993106711,26814.50197
993107711,3471.115768
993108711,-14732.73548
993109711,-26660.75049
993110711,-37883.5649
993111711,-48187.7523
993112711,-47793.95957
993113711,-31983.70462
993114711,-12158.13299
993115711,-1389.670584
993116477,-66361.28604
993117477,-80433.51523
993118477,-59610.71879
993119477,-25000.83076
993120477,6939.306965
993121477,34090.30224
993122477,48653.05171
993123477,39817.19967
993124477,17722.29314
993125477,3086.00096
993126243,11540.0829
993127243,31408.98591
993128243,36941.80849
993129243,34272.54751
993130243,27916.63202
993131243,15418.37471
993132243,-11.163155
993133243,-7683.406749
993134243,-5442.6175
993135243,-1497.67729
993136985,35127.93905
993137985,17858.35996
993138985,145.102028
993139985,-13593.2784
993140985,-28213.37725
993141985,-45736.61016
993142985,-53566.98905
993143985,-40110.91611
993144985,-16648.68102
993145985,-2368.745271
993146750,-65565.0812
993147750,-91632.30179
993148750,-78675.39446
993149750,-47423.94259
993150750,-13715.79123
993151750,21496.96011
993152750,46533.87503
993153750,43261.24041
993154750,20529.83848
993155750,3919.424003
993156516,32729.39777
993157516,39358.83109
993158516,34399.53782
993159516,22768.20443
993160516,4265.227744
993161516,-21628.11688
993162516,-40687.79607
993163516,-36345.731
993164516,-16738.68625
993165516,-2958.56118
993166282,-27103.66229
993167282,-53698.3709
993168282,-55136.06333
993169282,-41501.70306
993170282,-24384.83836
993171282,-6162.58314
993172282,8902.47345
993173282,12752.66246
993174282,7094.72234
993175282,1716.292714
993177024,-25039.86438
993178024,-22028.09204
993179024,-8350.728194
993180024,7994.815622
993181024,19419.84338
993182024,22547.39075
993183024,17727.91732
993184024,9249.734056
993185024,2742.268414
993186024,159.116584
993186789,-5428.226909
993187789,-6610.26071
993188789,-7154.537594
993189789,-5593.021997
993190789,-439.471092
993191789,6980.485172
993192789,11494.54601
993193789,9478.758954
993194789,4111.666412
993195789,672.677803
993196555,20537.93396
993197555,15274.09291
993198555,5458.462477
993199555,-4662.259843
993200555,-13839.16519
993201555,-21891.12932
993202555,-24492.19366
993203555,-17891.30715
993204555,-7354.664162
993205555,-1051.410415
993206321,-16049.63102
993207321,-31023.77738
993208321,-31753.63458
993209321,-26600.84579
993210321,-20318.06092
993211321,-9307.222344
993212321,4128.492568
993213321,9780.336247
993214321,6067.020927
993215321,1494.756009
993216086,19069.02124
993217086,27696.56598
993218086,33269.99298
993219086,31881.76581
993220086,15723.33166
993221086,-15324.1453
993222086,-40760.48549
993223086,-38905.65371
993224086,-18346.05233
993225086,-3334.052577
993226829,-28740.10523
993227829,-53994.53025
