# Biokinesis-SDK Export,
# sensor_id: 1,
# label: Xiao_Arm,
# signal: emg_filtered,
# unit: uV,
# exported_at: 2026-05-02T23:18:19,
timestamp_us,emg_uV
988154633,-7719.32699
988155633,-5146.381692
988156633,-4182.014804
988157633,-3044.237226
988158633,-1448.341998
988159633,-309.572874
988160633,77.200664
988182883,-4623.094978
988183883,-11217.64121
988184883,-11053.67642
988185883,-7559.215809
988186883,-5202.958303
988187883,-4545.420181
988188883,-3727.30615
988189883,-2093.742594
988190883,-615.834983
988191883,23.082773
988196555,-4934.399641
988197555,-11621.77312
988198555,-11582.76324
988199555,-8117.292292
988200555,-5483.686348
988201555,-4295.444321
988202555,-3098.258833
988203555,-1531.366448
988204555,-365.409563
988205555,66.460365
988206321,-5472.991836
988207321,-11840.84162
988208321,-11356.79656
988209321,-7645.949342
988210321,-5014.748138
988211321,-3874.755639
988212321,-2702.435083
988213321,-1239.081519
988214321,-241.411461
988215321,82.796124
988216086,-4108.546378
988217086,-10074.09945
988218086,-9984.891823
988219086,-7187.996197
988220086,-5478.53302
988221086,-4956.348537
988222086,-3929.257877
988223086,-2117.694927
988224086,-601.854651
988225086,26.047162
988225852,-4691.070659
988226852,-11379.73682
988227852,-11487.27154
988228852,-8196.658125
988229852,-5648.718402
988230852,-4445.634759
988231852,-3187.039353
988232852,-1563.506838
988233852,-369.821623
988234852,67.818389
988236594,-4815.83912
988237594,-10531.83666
988238594,-9980.608235
988239594,-6919.271044
988240594,-5190.98228
988241594,-4592.713843
988242594,-3395.695333
988243594,-1614.339869
988244594,-355.624132
988245594,68.966209
988246360,-5213.500659
988247360,-10218.34808
988248360,-9162.444867
988249360,-5365.794215
988250360,-2896.866745
988251360,-2278.000652
988252360,-1903.612105
988253360,-1070.154908
988254360,-292.554178
988255360,34.977351
988276633,-23220.02509
988277633,-10659.00508
988278633,1466.690059
988279633,6276.77576
988280633,9791.834662
988281633,18500.96064
988282633,25589.57022
988283633,21063.66038
988284633,9235.249683
988285633,1426.098478
988286399,11189.54557
988287399,25531.00209
988288399,22565.24406
988289399,12917.83677
988290399,9325.192046
988291399,12344.91686
988292399,13927.16435
988293399,9783.586488
988294399,3688.545426
988295399,344.25962
988296164,48424.34249
988297164,57801.21815
988298164,48107.26722
988299164,29759.44933
988300164,5009.679967
988301164,-28103.34259
988302164,-52881.98989
988303164,-47578.92042
988304164,-22060.78167
988305164,-3936.273425
988305930,-26837.28683
988306930,-58982.41969
988307930,-60946.85701
988308930,-47405.28195
988309930,-33402.15732
988310930,-18512.08633
988311930,-2483.133159
988312930,6207.121735
988313930,5053.087051
988314930,1603.710283
988316672,-47238.72648
988317672,-47930.121
988318672,-31052.81559
988319672,-4542.06279
988320672,23186.2549
988321672,44793.66496
988322672,50044.90575
988323672,35326.62927
988324672,14111.44189
988325672,2032.817928
988326438,37985.30362
988327438,38931.16011
988328438,23403.81379
988329438,4443.879212
988330438,-10653.31952
988331438,-23088.97468
988332438,-29351.52286
988333438,-23185.6674
988334438,-10108.69192
988335438,-1654.660014
988336204,-8469.418437
988337204,-15530.9442
988338204,-13160.11928
988339204,-8907.368187
988340204,-8129.467552
988341204,-8247.029333
988342204,-5765.55912
988343204,-2141.16967
